"SNo","InstituteType","InstituteName","Branch","Class","Gender","Category","MPDomicile","OpeningRank","ClosingRank"
743,"Private","Acropolis Institute of Technology & Research, Indore (2005)","CSEDS","","","OBC","",245356,496067
744,"Private","Acropolis Institute of Technology & Research, Indore (2005)","CSIT","","","OBC","",132290,496579
745,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","IT","","","UR","",296995,497028
746,"Private","Bhopal Institute of Technology & Management, Bhopal (2009)","CSE","","","OBC","",437868,497773
747,"Private","Lakshmi Narain College of Technology Excellence, Bhopal (2007)","CSEDS","","","EWS","",156244,499136
748,"Private","Chameli Devi Group of Institutions, Indore (2006)","CE","","","OBC","",500625,500625
749,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CSEIML","","","UR","",230994,500841
750,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CE","","","OBC","",503212,503212
751,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","ELECT ELEX","","","UR","",213372,508756
752,"Private","Hitkarni College of Engineering & Technology, Jabalpur (1997)","ELECT ELEX","","","SC","",509242,509242
753,"Private","Gwalior Institute of Information Technology, Gwalior (2008)","IT","","","UR","",509256,509256
754,"Private","Bansal Institute of Research Technology & Science, Bhopal (2008)","MECH","","","ST","",513996,513996
755,"Private","Sha-Shib College of Technology, Bhopal (2009)","CSE","","","EWS","",515356,515356
756,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CSE","","","OBC","",139591,520098
757,"Private","Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal (2006)","MECH","","","UR","",521174,521174
758,"Private","Sushila Devi Bansal College of Engineering, Indore (2006)","CSE","","","EWS","",388198,521889
759,"Private","Aditya College of Technology & Science, Satna (2007)","CSE","","","EWS","",523494,523494
760,"Private","Astral Institute of Technology & Research, Indore (2006)","CSE","","","EWS","",523687,523687
761,"Private","Institute of Technology and Management, Gwalior (1997)","CSE","","","EWS","",237777,524206
762,"Private","Alpine Institute of Technology, Ujjain (2007)","CSE","","","EWS","",525803,525803
763,"Private","Oriental College of Technology, Bhopal (2002)","CSE","","","EWS","",220555,526002
764,"Private","Gyan Ganga College of Technology, Jabalpur (2006)","EC","","","OBC","",172228,526143
765,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","EC","","","EWS","",205013,526994
766,"Private","Indore Institute of Science & Technology, Indore (2003)","CSE","","","OBC","",139097,527286
767,"Private","Bansal Institute of Research Technology & Science, Bhopal (2008)","CSEIML","","","OBC","",400928,527385
768,"Private","Shri Ram Institute of Information Technology, Banmore, Morena (2007)","AIAIDS","","","UR","",529660,529660
769,"Private","Lakshmi Narain College of Technology & Science, Bhopal (2006)","EC","","","EWS","",472728,532151
770,"Private","Indore Institute of Science & Technology, Indore (2003)","IT","","","EWS","",349334,532205
771,"Private","Bansal Institute of Research & Technology, Bhopal (2007)","EC","","","ST","",533184,533184
772,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","MECH","","","SC","",541390,541390
773,"Private","NRI Institute of Information Science & Technology, Bhopal (2001)","CSE","","","SC","",542557,542557
774,"Private","Lakshmi Narain College of Technology Excellence, Bhopal (2007)","EC","","","UR","",254122,548935
775,"Private","Hitkarni College of Engineering & Technology, Jabalpur (1997)","MECH","","","OBC","",549160,549160
776,"Private","Global Institute of Engineering & Science, Barwani (2008)","CSE","","","OBC","",379881,550501
777,"Private","Rewa Institute of Technology, Rewa (2003)","IT","","","UR","",448462,551484
778,"Private","Oriental College of Technology, Bhopal (2002)","CSE","","","UR","",123212,554144
779,"Private","Jai Narain College of Technology, Bhopal (2003)","EC","","","UR","",554216,554216
780,"Private","Bansal Institute of Science & Technology, Bhopal (2000)","IT","","","EWS","",559296,559296
781,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSEDS","","","EWS","",560708,560708
782,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CSEIML","","","EWS","",272061,560840
783,"Private","Trinity Institute of Technology & Research, Bhopal (2008)","ELECT ELEX","","","ST","",562690,562690
784,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","IT","","","EWS","",308617,566649
785,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","MECH","","","SC","",567018,567018
786,"Private","LNCT (BHOPAL) INDORE CAMPUS (2006)","MECH","","","UR","",567296,567296
787,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","CSEIML","","","EWS","",325674,569918
788,"Private","Vikrant Institute of Technology & Management Indore (2007)","CSE","","","UR","",570605,570605
789,"Private","Acropolis Institute of Technology & Research, Indore (2005)","CSECS","","","OBC","",168589,572367
790,"Private","Sri Aurobindo Institute of Technology, Indore (2009)","CE","","","OBC","",192382,572679
791,"Private","Acropolis Institute of Technology & Research, Indore (2005)","CSEIML","","","ST","",574768,574768
792,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSE","","","EWS","",285639,575582
793,"Private","Surabhi College of Engineering & Technology, Bhopal (2008)","MECH","","","OBC","",575634,575634
794,"Private","Vaishnavi Institutes of Technology and Science, Raisen (2010)","CSE","","","OBC","",577691,577691
795,"Private","Lakshmi Narain College of Technology Excellence, Bhopal (2007)","CSE","","","OBC","",165399,578687
796,"Private","Technocrats Institute of Technology (Excellence), Bhopal (2007)","CSEIML","","","SC","",541340,579806
797,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","EC","","","UR","",580425,580425
798,"Private","Takshshila Institute of Engineering & Technology, Jabalpur (2004)","MECH","","","SC","",581791,581791
799,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","ELECT ELEX","","","SC","",583257,583257
800,"Private","Acropolis Institute of Technology & Research, Indore (2005)","MECH","","","EWS","",584547,584547
801,"Private","Lakshmi Narain College of Technology & Science, Bhopal (2006)","CE","","","EWS","",585587,585587
802,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","ELECT ELEX","","","EWS","",381437,590488
803,"Private","Acropolis Institute of Technology & Research, Indore (2005)","CSEIL","","","EWS","",445542,590788
804,"Private","Chameli Devi Group of Institutions, Indore (2006)","CSE","","","ST","",591758,591758
805,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSEIML","","","UR","",104844,591922
806,"Private","NRI Institute of Research & Technology, Bhopal (2008)","CSE","","","OBC","",595942,595942
807,"Private","Bansal Institute of Research Technology & Science, Bhopal (2008)","MECH","","","UR","",596662,596662
808,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","EE","","","UR","",273658,597649
809,"Private","Oriental College of Technology, Bhopal (2002)","CSEDS","","","SC","",602651,602651
810,"Private","Swami Vivekanand College of Science & Technology, Bhopal (2006)","CSE","","","UR","",604035,604035
811,"Private","Acropolis Institute of Technology & Research, Indore (2005)","MECH","","","SC","",604650,604650
812,"Private","Shivajirao Kadam Institute of Technology and Management-Technical Campus, Indore (2009)","MECH","","","UR","",607210,607210
813,"Private","Lakshmi Narain College of Technology & Science, Bhopal (2006)","CSEIML","","","SC","",321852,607286
814,"Private","Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal (2006)","CE","","","SC","",609572,609572
815,"Private","Swami Vivekanand College of Engineering, Indore (2004)","EC","","","ST","",612407,612407
816,"Private","Bansal Institute of Research Technology & Science, Bhopal (2008)","CSE","","","ST","",612673,612673
817,"Private","IES College of Technology, Bhopal (2007)","CSEDS","","","UR","",380420,612837
818,"Private","Sha-Shib College of Technology, Bhopal (2009)","EC","","","SC","",613587,613587
819,"Private","Bhopal Institute of Technology & Management, Bhopal (2009)","CSE","","","UR","",165774,614393
820,"Private","Indore Institute of Science & Technology, Indore (2003)","IT","","","UR","",330383,616512
821,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","CE","","","EWS","",606874,616892
822,"Private","Sagar Institute of Science, Technology & Engineering(SISTec-E), Bhopal (2009)","CSE","","","UR","",456492,619935
823,"Private","Lakshmi Narain College of Technology Excellence, Bhopal (2007)","EC","","","EWS","",381534,620729
824,"Private","Gyan Ganga College of Technology, Jabalpur (2006)","CE","","","OBC","",621231,621231
825,"Private","Sagar Institute of Science & Technology (SISTEC) Bhopal (2007)","CSECS","","","EWS","",625399,625399
826,"Private","Lakshmi Narain College of Technology & Science, Bhopal (2006)","CSEIML","","","OBC","",272500,627371
827,"Private","Vaishnavi Institutes of Technology and Science, Raisen (2010)","CSE","","","UR","",630559,630559
828,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","MECH","","","UR","",631169,631169
829,"Private","Acropolis Institute of Technology & Research, Indore (2005)","EC","","","EWS","",274449,631537
830,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","ECACT","","","EWS","",189886,632433
831,"Private","Vaishnavi Institutes of Technology and Science, Raisen (2010)","AIML","","","UR","",633237,633237
832,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","CSEDS","","","ST","",633696,633696
833,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","CSEIML","","","ST","",641784,641784
834,"Private","Chameli Devi Group of Institutions, Indore (2006)","CSIT","","","ST","",648155,648155
835,"Private","Technocrats Institute of Technology & Science, Bhopal (2007)","CSEIML","","","SC","",648497,648497
836,"Private","Laxmipati Institute of Science & Technology, Bhopal (2008)","CE","","","UR","",650641,650641
837,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","CSEIML","","","EWS","",653722,653722
838,"Private","Indore Institute of Science & Technology, Indore (2003)","AIML","","","UR","",121520,654327
839,"Private","Chameli Devi Group of Institutions, Indore (2006)","EC","","","SC","",656085,656085
840,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","CSEDS","","","UR","",127757,657650
841,"Private","Chameli Devi Group of Institutions, Indore (2006)","CE","","","ST","",657944,657944
842,"Private","Bhopal Institute of Technology, Bhopal (2007)","CSE","","","UR","",366439,661032
843,"Private","Sha-Shib College of Technology, Bhopal (2009)","EC","","","UR","",662504,662504
844,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSEAI","","","SC","",664228,664228
845,"Private","Acropolis Institute of Technology & Research, Indore (2005)","CE","","","SC","",656893,664477
846,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSEIML","","","EWS","",371917,666345
847,"Private","BADERIA GLOBAL INSTITUTE OF ENGINEERING & MANAGEMENT, JABALPUR","EC","","","EWS","",669717,669717
848,"Private","Lakshmi Narain College of Technology, Jabalpur (2008)","CSE","","","EWS","",670763,670763
849,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","MECH","","","OBC","",676180,676180
850,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","AIR","","","OBC","",678423,678423
851,"Private","Shri Ram Institute of Technology, Jabalpur (2001)","EE","","","UR","",680772,680772
852,"Private","Lakshmi Narain College of Technology Excellence, Bhopal (2007)","CSE","","","SC","",303021,681577
853,"Private","Indore Institute of Science & Technology, Indore (2003)","AIML","","","EWS","",470506,682723
854,"Private","Lakshmi Narain College of Technology, Jabalpur (2008)","CSEIML","","","UR","",495953,683113
855,"Private","Lakshmi Narain College of Technology & Science, Bhopal (2006)","CE","","","ST","",683118,683118
856,"Private","Takshshila Institute of Engineering & Technology, Jabalpur (2004)","CSE","","","SC","",685928,685928
857,"Private","Vindhya Institute of Technology & Science, Satna (2002)","EE","","","OBC","",686292,686292
858,"Private","Prestige Institute of Engineering Management and Research, Indore (2008)","EC","","","SC","",689929,689929
859,"Private","Truba Institute of Engineering & Information Technology, Bhopal (2001)","CE","","","OBC","",690968,690968
860,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","CE","","","SC","",691146,691146
861,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","EE","","","EWS","",242910,691428
862,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","MECH","","","SC","",632851,691566
863,"Private","Indore Institute of Science & Technology, Indore (2003)","IT","","","OBC","",531093,692599
864,"Private","St. Aloysius Institute of Technology, Jabalpur (2009)","CE","","","OBC","",422449,693754
865,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSERC","","","EWS","",694193,694193
866,"Private","Malwa Institute of Technology, Indore (2004)","CSE","","","SC","",694326,694326
867,"Private","Bansal Institute of Research & Technology, Bhopal (2007)","CSE","","","ST","",502860,694560
868,"Private","Alpine Institute of Technology, Ujjain (2007)","CSE","","","OBC","",405938,694707
869,"Private","Sri Aurobindo Institute of Technology, Indore (2009)","CSE","","","ST","",694805,694805
870,"Private","Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal (2006)","CSE","","","ST","",586045,699304
871,"Private","Truba Institute of Engineering & Information Technology, Bhopal (2001)","EC","","","OBC","",700524,700524
872,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","EC","","","EWS","",704939,704939
873,"Private","Technocrats Institute of Technology, Bhopal (2000)","CSE","","","UR","",156483,704987
874,"Private","Lakshmi Narain College of Technology, Indore (2004)","IT","","","UR","",310743,705074
875,"Private","Hitkarni College of Engineering & Technology, Jabalpur (1997)","CSE","","","SC","",705162,705162
876,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSIT","","","UR","",224276,706278
877,"Private","IES College of Technology, Bhopal (2007)","AIAIDS","","","UR","",696713,708589
878,"Private","Indore Institute of Science & Technology, Indore (2003)","CSEITCS","","","EWS","",314077,709241
879,"Private","Chameli Devi Group of Institutions, Indore (2006)","MECH","","","SC","",710190,710190
880,"Private","Mahakal Instute of Technology, Ujjain (2001)","CSEIT","","","OBC","",710620,710620
881,"Private","Radha Raman Institute of Technology, & Science, Bhopal (2003)","CSE","","","EWS","",695949,710790
882,"Private","Radharaman Engineering College, Bhopal (2006)","CSE","","","UR","",250780,713143
883,"Private","Sushila Devi Bansal College of Technology, indore (2005)","MECH","","","OBC","",714462,714462
884,"Private","IPS Academy, Institute of Engineering and Science, Indore (1999)","CSIT","","","EWS","",355743,715021
885,"Private","Jawaharlal Institute of Technology, Borawan, Khargone (1997)","CE","","","OBC","",665926,716704
886,"Private","Institute of Technology and Management, Gwalior (1997)","CE","","","OBC","",717406,717406
887,"Private","Sushila Devi Bansal College of Technology, indore (2005)","CSE","","","ST","",717857,717857
888,"Private","Shri Ram Group of Institution (Faculty of Engineering, Pharmacy, MBA, MCA), Jabalpur (2009)","CSE","","","EWS","",719029,719029
889,"Private","Indore Institute of Science & Technology, Indore (2003)","CSEDS","","","EWS","",494346,719461
890,"Private","Acropolis Institute of Technology & Research, Indore (2005)","CE","","","ST","",721221,721221
891,"Private","Bansal College of Engineering, Obedullaganj, Raisen (2002)","CSE","","","ST","",721511,721511
892,"Private","Lakshmi Narain College of Technology, Bhopal (1994)","MECH","","","EWS","",510674,721734
893,"Private","Gyan Ganga Institute of Technology & Science, Jabalpur (2003)","EE","","","OBC","",251352,722048
894,"Private","Laxmipati Institute of Science & Technology, Bhopal (2008)","EC","","","UR","",724731,724731
895,"Private","Oriental Institute of Science & Technology, Bhopal (1995)","MECH","","","UR","",726812,726812
896,"Private","Sagar Institute of Research & Technology, Bhopal (2003)","EC","","","OBC","",509402,726927
897,"Private","Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)","CE","","","OBC","",727716,727716
898,"Private","Bansal Institute of Research Technology & Science, Bhopal (2008)","MECH","","","OBC","",728638,728638
899,"Private","IES College of Technology, Bhopal (2007)","MECH","","","UR","",730645,730645
900,"Private","Guru Ramdas Khalsa Institute of Science & Technology, Jabalpur (1997)","AIADS","","","OBC","",733517,733517
